reach,d0,d1,d2,d3,d4,nUp,u0,u1,u2,u3,u4,area,upArea
28998,-1,-1.0,-1.0,-1.0,-1.0,2,28997,28996,-1,-1,-1.0,34.38549190120048,1343325.089402495
28997,28998,-1.0,-1.0,-1.0,-1.0,2,28995,28994,-1,-1,-1.0,86.65972675018543,1343175.145627469
28996,28998,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,115.55828312424237,115.55828312424237
28995,28997,-1.0,-1.0,-1.0,-1.0,2,28993,28992,-1,-1,-1.0,42.1035991248362,1343040.2165899829
28994,28997,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,48.269310735658465,48.269310735658465
28993,28995,-1.0,-1.0,-1.0,-1.0,2,28991,28990,-1,-1,-1.0,52.32787481805464,1342862.1217029982
28992,28995,-1.0,-1.0,-1.0,-1.0,2,28989,28988,-1,-1,-1.0,5.2677127185955115,135.99128786041982
28991,28993,-1.0,-1.0,-1.0,-1.0,2,28987,28986,-1,-1,-1.0,11.67027547389388,1342749.8856005478
28990,28993,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,59.90822763234204,59.90822763234204
28989,28992,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,88.07927831677608,88.07927831677608
28988,28992,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,42.644296825048215,42.644296825048215
28987,28991,-1.0,-1.0,-1.0,-1.0,2,28985,28984,-1,-1,-1.0,18.89836499313329,1342684.057233538
28986,28991,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,54.1580915356669,54.1580915356669
28985,28987,-1.0,-1.0,-1.0,-1.0,2,28983,28982,-1,-1,-1.0,21.00328626625888,1342620.016687949
28984,28987,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,45.142180596328686,45.142180596328686
28983,28985,-1.0,-1.0,-1.0,-1.0,2,28981,28980,-1,-1,-1.0,31.574080361707765,1342418.2826628934
28982,28985,-1.0,-1.0,-1.0,-1.0,2,28979,28978,-1,-1,-1.0,38.09531554299052,180.73073878931515
28981,28983,-1.0,-1.0,-1.0,-1.0,2,28977,28976,-1,-1,-1.0,31.44221182846357,1342315.4008656072
28980,28983,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,71.3077169244783,71.3077169244783
28979,28982,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,90.3246168723588,90.3246168723588
28978,28982,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,52.31080637396585,52.31080637396585
28977,28981,-1.0,-1.0,-1.0,-1.0,2,28975,28974,-1,-1,-1.0,18.007261311361038,1342244.160933167
28976,28981,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,39.79772061205556,39.79772061205556
28975,28977,-1.0,-1.0,-1.0,-1.0,2,28973,28972,-1,-1,-1.0,10.216455905691964,1342197.9813200291
28974,28977,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,28.17235182643414,28.17235182643414
28973,28975,-1.0,-1.0,-1.0,-1.0,2,28971,28970,-1,-1,-1.0,40.69909905381153,1342097.4911105954
28972,28975,-1.0,-1.0,-1.0,-1.0,2,28969,28968,-1,-1,-1.0,0.8804014283789641,90.27375352785282
28971,28973,-1.0,-1.0,-1.0,-1.0,2,28967,28966,-1,-1,-1.0,2.465038350033881,1341820.209050134
28970,28973,-1.0,-1.0,-1.0,-1.0,2,28965,28964,-1,-1,-1.0,62.7140039898121,236.5829614075224
28969,28972,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,58.55851485201613,58.55851485201613
28968,28972,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,30.834837247457727,30.834837247457727
28967,28971,-1.0,-1.0,-1.0,-1.0,2,28963,28962,-1,-1,-1.0,34.15451148484977,1341443.957469745
28966,28971,-1.0,-1.0,-1.0,-1.0,2,28961,28960,-1,-1,-1.0,33.18844005356546,373.7865420386237
28965,28970,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,144.10408821138046,144.10408821138046
28964,28970,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,29.764869206329823,29.764869206329823
28963,28967,-1.0,-1.0,-1.0,-1.0,2,28959,28958,-1,-1,-1.0,17.606063683683704,1341368.2804532526
28962,28967,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,41.52250500800032,41.52250500800032
28961,28966,-1.0,-1.0,-1.0,-1.0,2,28957,28956,-1,-1,-1.0,20.026747600791573,252.02621341383326
28960,28966,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,88.57188857122485,88.57188857122485
28959,28963,-1.0,-1.0,-1.0,-1.0,2,28955,28954,-1,-1,-1.0,19.698893660982336,1340937.6433008718
28958,28963,-1.0,-1.0,-1.0,-1.0,2,28953,28952,-1,-1,-1.0,28.046683272240962,413.0310886970278
28957,28961,-1.0,-1.0,-1.0,-1.0,2,28951,28950,-1,-1,-1.0,53.52320783433992,146.60591395216102
28956,28961,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,85.39355186088066,85.39355186088066
28955,28959,-1.0,-1.0,-1.0,-1.0,2,28949,28948,-1,-1,-1.0,53.46892837130578,1340730.5162036037
28954,28959,-1.0,-1.0,-1.0,-1.0,2,28947,28946,-1,-1,-1.0,9.10914521164024,187.4282036074252
28953,28958,-1.0,-1.0,-1.0,-1.0,2,28945,28944,-1,-1,-1.0,88.52240929211365,341.7802568193832
28952,28958,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,43.20414860540368,43.20414860540368
28951,28957,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,37.62244606510428,37.62244606510428
28950,28957,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,55.460260052716855,55.460260052716855
28949,28955,-1.0,-1.0,-1.0,-1.0,2,28943,28942,-1,-1,-1.0,0.3888991335373703,1340566.813602243
28948,28955,-1.0,-1.0,-1.0,-1.0,2,28941,28940,-1,-1,-1.0,16.93899660877497,110.23367298873993
28947,28954,-1.0,-1.0,-1.0,-1.0,2,28939,28938,-1,-1,-1.0,58.820565615786215,148.46991394508504
28946,28954,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,29.84914445069992,29.84914445069992
28945,28953,-1.0,-1.0,-1.0,-1.0,2,28937,28936,-1,-1,-1.0,23.0627402363092,179.4132309575801
28944,28953,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,73.84461656968948,73.84461656968948
28943,28949,-1.0,-1.0,-1.0,-1.0,2,28935,28934,-1,-1,-1.0,12.11132648026467,1340461.720854477
28942,28949,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,104.70384863265707,104.70384863265707
28941,28948,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,33.769085380499845,33.769085380499845
28940,28948,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,59.525590999465074,59.525590999465074
28939,28947,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,58.40669631082192,58.40669631082192
28938,28947,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,31.242652018476896,31.242652018476896
28937,28945,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,63.276956256557156,63.276956256557156
28936,28945,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,93.07353446471376,93.07353446471376
28935,28943,-1.0,-1.0,-1.0,-1.0,2,28933,28932,-1,-1,-1.0,8.375474155849464,1340389.350115555
28934,28943,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,60.259412441324386,60.259412441324386
28933,28935,-1.0,-1.0,-1.0,-1.0,2,28931,28930,-1,-1,-1.0,2.6420697775854904,1339339.0160583123
28932,28935,-1.0,-1.0,-1.0,-1.0,2,28929,28928,-1,-1,-1.0,56.77465032483186,1041.958583087296
28931,28933,-1.0,-1.0,-1.0,-1.0,2,28927,28926,-1,-1,-1.0,35.30703781421013,1339305.0701603764
28930,28933,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,31.303828158486915,31.303828158486915
28929,28932,-1.0,-1.0,-1.0,-1.0,2,28925,28924,-1,-1,-1.0,33.585654922386425,866.693288572756
28928,28932,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,118.49064418970801,118.49064418970801
28927,28931,-1.0,-1.0,-1.0,-1.0,2,28923,28922,-1,-1,-1.0,11.354620656229393,1339234.0889559644
28926,28931,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,35.67416659762325,35.67416659762325
28925,28929,-1.0,-1.0,-1.0,-1.0,2,28921,28920,-1,-1,-1.0,1.4862890283625394,757.2890904779152
28924,28929,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,75.81854317245448,75.81854317245448
28923,28927,-1.0,-1.0,-1.0,-1.0,2,28919,28918,-1,-1,-1.0,5.9836440780023326,1329951.7088658393
28922,28927,-1.0,-1.0,-1.0,-1.0,2,28917,28916,-1,-1,-1.0,7.749524042338043,9271.025469468856
28921,28925,-1.0,-1.0,-1.0,-1.0,2,28915,28914,-1,-1,-1.0,24.06286403846353,720.3366402941626
28920,28925,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,35.4661611553899,35.4661611553899
28919,28923,-1.0,-1.0,-1.0,-1.0,2,28913,28912,-1,-1,-1.0,51.6442255846155,1329825.5627614972
28918,28923,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,120.16246026398045,120.16246026398045
28917,28922,-1.0,-1.0,-1.0,-1.0,2,28911,28910,-1,-1,-1.0,94.50997847925021,9170.836965944694
28916,28922,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,92.43897948182287,92.43897948182287
28915,28921,-1.0,-1.0,-1.0,-1.0,2,28909,28908,-1,-1,-1.0,68.08899806203837,561.6483186100884
28914,28921,-1.0,-1.0,-1.0,-1.0,2,28907,28906,-1,-1,-1.0,10.047377426501344,134.62545764561085
28913,28919,-1.0,-1.0,-1.0,-1.0,2,28905,28904,-1,-1,-1.0,0.6705658214238192,1329735.5226061824
28912,28919,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,38.39592973015711,38.39592973015711
28911,28917,-1.0,-1.0,-1.0,-1.0,2,28903,28902,-1,-1,-1.0,41.01741577733,8923.920482728387
28910,28917,-1.0,-1.0,-1.0,-1.0,2,28901,28900,-1,-1,-1.0,18.244902532684513,152.40650473705568
28909,28915,-1.0,-1.0,-1.0,-1.0,2,28899,28898,-1,-1,-1.0,3.8836432390780695,414.8142776109954
28908,28915,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,78.74504293705441,78.74504293705441
28907,28914,-1.0,-1.0,-1.0,-1.0,2,28897,28896,-1,-1,-1.0,1.5390911284749382,93.35802461557648
28906,28914,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,31.220055603533034,31.220055603533034
28905,28913,-1.0,-1.0,-1.0,-1.0,2,28895,28894,-1,-1,-1.0,17.417223046063675,1329696.3038795728
28904,28913,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,38.548160788194544,38.548160788194544
28903,28911,-1.0,-1.0,-1.0,-1.0,2,28893,28892,-1,-1,-1.0,34.16681215022191,8850.677709700798
28902,28911,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,32.22535725026011,32.22535725026011
28901,28910,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,86.79561003483568,86.79561003483568
28900,28910,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,47.365992169535524,47.365992169535524
28899,28909,-1.0,-1.0,-1.0,-1.0,2,28891,28890,-1,-1,-1.0,18.82200072498018,303.7467382608346
28898,28909,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,107.18389611108273,107.18389611108273
28897,28907,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,25.22898139103039,25.22898139103039
28896,28907,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,66.58995209607114,66.58995209607114
28895,28905,-1.0,-1.0,-1.0,-1.0,2,28889,28888,-1,-1,-1.0,64.82066468270096,1329622.4086392415
28894,28905,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,56.47801728532346,56.47801728532346
28893,28903,-1.0,-1.0,-1.0,-1.0,2,28887,28886,-1,-1,-1.0,17.02261856876305,8769.302174897291
28892,28903,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,47.20872265328395,47.20872265328395
28891,28899,-1.0,-1.0,-1.0,-1.0,2,28885,28884,-1,-1,-1.0,13.830029269348517,181.80627279987252
28890,28899,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,103.11846473598196,103.11846473598196
28889,28895,-1.0,-1.0,-1.0,-1.0,2,28883,28882,-1,-1,-1.0,27.649490900772747,1328741.873250385
28888,28895,-1.0,-1.0,-1.0,-1.0,2,28881,28880,-1,-1,-1.0,69.39837841428246,815.7147241734241
28887,28893,-1.0,-1.0,-1.0,-1.0,2,28879,28878,-1,-1,-1.0,0.8345727629480791,8485.586637558794
28886,28893,-1.0,-1.0,-1.0,-1.0,2,28877,28876,-1,-1,-1.0,3.5743791516329124,266.6929187697354
28885,28891,-1.0,-1.0,-1.0,-1.0,2,28875,28874,-1,-1,-1.0,56.76470531840445,117.10565506054009
28884,28891,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,50.8705884699839,50.8705884699839
28883,28889,-1.0,-1.0,-1.0,-1.0,2,28873,28872,-1,-1,-1.0,0.3959313949165683,1328654.8980577444
28882,28889,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,59.325701740133425,59.325701740133425
28881,28888,-1.0,-1.0,-1.0,-1.0,2,28871,28870,-1,-1,-1.0,41.192607082221755,446.71116187347917
28880,28888,-1.0,-1.0,-1.0,-1.0,2,28869,28868,-1,-1,-1.0,1.9760500627716324,299.6051838856623
28879,28887,-1.0,-1.0,-1.0,-1.0,2,28867,28866,-1,-1,-1.0,29.52527467583766,8448.978745394255
28878,28887,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,35.773319401590754,35.773319401590754
28877,28886,-1.0,-1.0,-1.0,-1.0,2,28865,28864,-1,-1,-1.0,9.316748113480038,217.3448786031511
28876,28886,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,45.773661014951436,45.773661014951436
28875,28885,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,29.83289375727136,29.83289375727136
28874,28885,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,30.50805598486425,30.50805598486425
28873,28883,-1.0,-1.0,-1.0,-1.0,2,28863,28862,-1,-1,-1.0,6.544592598518795,1328278.092130045
28872,28883,-1.0,-1.0,-1.0,-1.0,2,28861,28860,-1,-1,-1.0,20.438494524032453,376.4099963044874
28871,28881,-1.0,-1.0,-1.0,-1.0,2,28859,28858,-1,-1,-1.0,79.71028005377232,359.4670651381163
28870,28881,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,46.05148965314103,46.05148965314103
28869,28880,-1.0,-1.0,-1.0,-1.0,2,28857,28856,-1,-1,-1.0,16.617979117392252,119.57287174397342
28868,28880,-1.0,-1.0,-1.0,-1.0,2,28855,28854,-1,-1,-1.0,71.93389705817799,178.05626207891723
28867,28879,-1.0,-1.0,-1.0,-1.0,2,28853,28852,-1,-1,-1.0,76.860998550049,8390.390938145652
28866,28879,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,29.06253257276525,29.06253257276525
28865,28877,-1.0,-1.0,-1.0,-1.0,2,28851,28850,-1,-1,-1.0,18.29017516736215,126.19840883095935
28864,28877,-1.0,-1.0,-1.0,-1.0,2,28849,28848,-1,-1,-1.0,19.486734047673963,81.82972165871169
28863,28873,-1.0,-1.0,-1.0,-1.0,2,28847,28846,-1,-1,-1.0,7.352407656620453,1328037.5957214125
28862,28873,-1.0,-1.0,-1.0,-1.0,2,28845,28844,-1,-1,-1.0,35.755723441361745,233.95181603411544
28861,28872,-1.0,-1.0,-1.0,-1.0,2,28843,28842,-1,-1,-1.0,2.4697536783674083,185.6854741796029
28860,28872,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,170.28602760085218,170.28602760085218
28859,28871,-1.0,-1.0,-1.0,-1.0,2,28841,28840,-1,-1,-1.0,32.19383723502221,223.94475669923318
28858,28871,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,55.81202838511083,55.81202838511083
28857,28869,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,35.0796614196091,35.0796614196091
28856,28869,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,67.87523120697207,67.87523120697207
28855,28868,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,46.24175408695125,46.24175408695125
28854,28868,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,59.880610933788006,59.880610933788006
28853,28867,-1.0,-1.0,-1.0,-1.0,2,28839,28838,-1,-1,-1.0,0.9765491672998156,8250.710786309479
28852,28867,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,62.81915328612338,62.81915328612338
28851,28865,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,53.90360286848863,53.90360286848863
28850,28865,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,54.00463079510857,54.00463079510857
28849,28864,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,36.31130568856743,36.31130568856743
28848,28864,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,26.031681922470288,26.031681922470288
28847,28863,-1.0,-1.0,-1.0,-1.0,2,28837,28836,-1,-1,-1.0,24.938536697687365,1289087.0009865938
28846,28863,-1.0,-1.0,-1.0,-1.0,2,28835,28834,-1,-1,-1.0,72.09827439170542,38943.24232716215
28845,28862,-1.0,-1.0,-1.0,-1.0,2,28833,28832,-1,-1,-1.0,11.723666193246984,148.72950209745744
28844,28862,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,49.46659049529625,49.46659049529625
28843,28861,-1.0,-1.0,-1.0,-1.0,2,28831,28830,-1,-1,-1.0,10.940549219571636,147.71548442705912
28842,28861,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,35.500236074176314,35.500236074176314
28841,28859,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,61.63545996727221,61.63545996727221
28840,28859,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,130.11545949693877,130.11545949693877
28839,28853,-1.0,-1.0,-1.0,-1.0,2,28829,28828,-1,-1,-1.0,20.55769612705464,8219.257269263815
28838,28853,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,30.476967878364025,30.476967878364025
28837,28847,-1.0,-1.0,-1.0,-1.0,2,28827,28826,-1,-1,-1.0,30.130332980449577,1288997.6440333144
28836,28847,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,64.41841658149536,64.41841658149536
28835,28846,-1.0,-1.0,-1.0,-1.0,2,28825,28824,-1,-1,-1.0,262.1154837661038,38114.418902974285
28834,28846,-1.0,-1.0,-1.0,-1.0,2,28823,28822,-1,-1,-1.0,101.097552833921,756.7251497961639
28833,28845,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,44.25900049239825,44.25900049239825
28832,28845,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,92.74683541181221,92.74683541181221
28831,28843,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,42.79993788494078,42.79993788494078
28830,28843,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,93.97499732254671,93.97499732254671
28829,28839,-1.0,-1.0,-1.0,-1.0,2,28821,28820,-1,-1,-1.0,287.81789858788045,8156.721279635909
28828,28839,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,41.97829350085029,41.97829350085029
28827,28837,-1.0,-1.0,-1.0,-1.0,2,28819,28818,-1,-1,-1.0,34.964528764673574,1287460.072617106
28826,28837,-1.0,-1.0,-1.0,-1.0,2,28817,28816,-1,-1,-1.0,96.23246764439432,1507.4410832279427
28825,28835,-1.0,-1.0,-1.0,-1.0,2,28815,28814,-1,-1,-1.0,27.45113285716219,37789.55679891214
28824,28835,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,62.74662029603554,62.74662029603554
28823,28834,-1.0,-1.0,-1.0,-1.0,2,28813,28812,-1,-1,-1.0,172.57259111125572,577.5530426958844
28822,28834,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,78.07455426635869,78.07455426635869
28821,28829,-1.0,-1.0,-1.0,-1.0,2,28811,28810,-1,-1,-1.0,66.21030602206699,7715.784887633727
28820,28829,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,153.11849341430295,153.11849341430295
28819,28827,-1.0,-1.0,-1.0,-1.0,2,28809,28808,-1,-1,-1.0,1.7330316352992696,1287392.3195801007
28818,28827,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,32.788508240625575,32.788508240625575
28817,28826,-1.0,-1.0,-1.0,-1.0,2,28807,28806,-1,-1,-1.0,39.399214676478564,1382.285446391084
28816,28826,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,28.923169192464343,28.923169192464343
28815,28825,-1.0,-1.0,-1.0,-1.0,2,28805,28804,-1,-1,-1.0,14.323103221433152,37680.63550813274
28814,28825,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,81.47015792223544,81.47015792223544
28813,28823,-1.0,-1.0,-1.0,-1.0,2,28803,28802,-1,-1,-1.0,41.27727326758514,248.2343563662313
28812,28823,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,156.74609521839744,156.74609521839744
28811,28821,-1.0,-1.0,-1.0,-1.0,2,28801,28800,-1,-1,-1.0,21.06495040573247,7581.931417821321
28810,28821,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,67.64316379033902,67.64316379033902
28809,28819,-1.0,-1.0,-1.0,-1.0,2,28799,28798,-1,-1,-1.0,10.381461366609914,1287353.462564035
28808,28819,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,37.12398443000825,37.12398443000825
28807,28817,-1.0,-1.0,-1.0,-1.0,2,28797,28796,-1,-1,-1.0,235.7133004253293,885.4580262586725
28806,28817,-1.0,-1.0,-1.0,-1.0,2,28795,28794,-1,-1,-1.0,33.514909795995,457.42820545593287
28805,28815,-1.0,-1.0,-1.0,-1.0,2,28793,28792,-1,-1,-1.0,11.837714588566902,37637.49676024688
28804,28815,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,28.815644664435663,28.815644664435663
28803,28813,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,165.98741809244606,165.98741809244606
28802,28813,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,40.9696650062001,40.9696650062001
28801,28811,-1.0,-1.0,-1.0,-1.0,2,28791,28790,-1,-1,-1.0,2.956866249204375,7530.062614701507
28800,28811,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,30.803852714081124,30.803852714081124
28799,28809,-1.0,-1.0,-1.0,-1.0,2,28789,28788,-1,-1,-1.0,14.459128376653805,1287279.214545101
28798,28809,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,63.866557567854954,63.866557567854954
28797,28807,-1.0,-1.0,-1.0,-1.0,2,28787,28786,-1,-1,-1.0,68.91231144042032,418.6949674087884
28796,28807,-1.0,-1.0,-1.0,-1.0,2,28785,28784,-1,-1,-1.0,65.31712003642531,231.04975842455468
28795,28806,-1.0,-1.0,-1.0,-1.0,2,28783,28782,-1,-1,-1.0,60.000355169899386,377.5980880925548
28794,28806,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,46.31520756738309,46.31520756738309
28793,28805,-1.0,-1.0,-1.0,-1.0,2,28781,28780,-1,-1,-1.0,49.03696126266134,36814.89855680224
28792,28805,-1.0,-1.0,-1.0,-1.0,2,28779,28778,-1,-1,-1.0,26.50849906812676,810.7604888560666
28791,28801,-1.0,-1.0,-1.0,-1.0,2,28777,28776,-1,-1,-1.0,43.42769220981425,7476.339655917103
28790,28801,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,50.766092535199725,50.766092535199725
28789,28799,-1.0,-1.0,-1.0,-1.0,2,28775,28774,-1,-1,-1.0,88.74333400429965,1286709.9091004492
28788,28799,-1.0,-1.0,-1.0,-1.0,2,28773,28772,-1,-1,-1.0,12.7758687025423,554.8463162754769
28787,28797,-1.0,-1.0,-1.0,-1.0,2,28771,28770,-1,-1,-1.0,6.103449877934339,319.5399396628987
28786,28797,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,30.24271630546939,30.24271630546939
28785,28796,-1.0,-1.0,-1.0,-1.0,2,28769,28768,-1,-1,-1.0,45.86095727645535,129.3768353871196
28784,28796,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,36.35580300100981,36.35580300100981
28783,28795,-1.0,-1.0,-1.0,-1.0,2,28767,28766,-1,-1,-1.0,36.67767694925309,249.3495020137014
28782,28795,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,68.24823090895407,68.24823090895407
28781,28793,-1.0,-1.0,-1.0,-1.0,2,28765,28764,-1,-1,-1.0,74.60332215100374,36740.384077287
28780,28793,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,25.47751825258208,25.47751825258208
28779,28792,-1.0,-1.0,-1.0,-1.0,2,28763,28762,-1,-1,-1.0,18.669818044289666,651.0204191717099
28778,28792,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,133.23157061622982,133.23157061622982
28777,28791,-1.0,-1.0,-1.0,-1.0,2,28761,28760,-1,-1,-1.0,64.08680821404192,7405.8170813543165
28776,28791,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,27.094882352972174,27.094882352972174
28775,28789,-1.0,-1.0,-1.0,-1.0,2,28759,28758,-1,-1,-1.0,35.4892211175958,1286576.6224141824
28774,28789,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,44.54335226238258,44.54335226238258
28773,28788,-1.0,-1.0,-1.0,-1.0,2,28757,28756,-1,-1,-1.0,24.24445862141483,494.57917724742106
28772,28788,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,47.4912703255135,47.4912703255135
28771,28787,-1.0,-1.0,-1.0,-1.0,2,28755,28754,-1,-1,-1.0,5.412272554467911,197.7207178014215
