reach,d0,d1,d2,d3,d4,nUp,u0,u1,u2,u3,u4,area,upArea
24476,24540,-1.0,-1.0,-1.0,-1.0,2,24406,24405,-1,-1,-1.0,101.74247916776413,1553.8802797749286
24475,24540,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,63.386934704829905,63.386934704829905
24474,24538,-1.0,-1.0,-1.0,-1.0,2,24404,24403,-1,-1,-1.0,91.69551918797232,6550.88443512347
24473,24538,-1.0,-1.0,-1.0,-1.0,2,24402,24401,-1,-1,-1.0,13.396963441136332,105.75462206580343
24472,24536,-1.0,-1.0,-1.0,-1.0,2,24400,24399,-1,-1,-1.0,73.73525883731335,305.4636280027977
24471,24536,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,26.01085062166101,26.01085062166101
24470,24535,-1.0,-1.0,-1.0,-1.0,2,24398,24397,-1,-1,-1.0,42.031511256958154,171.122822188533
24469,24535,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,63.27484222420872,63.27484222420872
24468,24534,-1.0,-1.0,-1.0,-1.0,2,24396,24395,-1,-1,-1.0,0.29315734431506624,670.6249123803775
24467,24534,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,42.946029698451035,42.946029698451035
24466,24533,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,28.673371375524532,28.673371375524532
24465,24533,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,44.33329317878492,44.33329317878492
24464,24532,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,46.873611481153795,46.873611481153795
24463,24532,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,78.82399149316433,78.82399149316433
24462,24530,-1.0,-1.0,-1.0,-1.0,2,24394,24393,-1,-1,-1.0,28.150186131447512,156915.50601660516
24461,24530,-1.0,-1.0,-1.0,-1.0,2,24392,24391,-1,-1,-1.0,75.69757196185896,1401.1357379802682
24460,24529,-1.0,-1.0,-1.0,-1.0,2,24390,24389,-1,-1,-1.0,24.175044469414487,37993.37183060618
24459,24529,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,73.82921946459662,73.82921946459662
24458,24528,-1.0,-1.0,-1.0,-1.0,2,24388,24387,-1,-1,-1.0,12.142899778477313,363.99709617419904
24457,24528,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,39.51708907351577,39.51708907351577
24456,24526,-1.0,-1.0,-1.0,-1.0,2,24386,24385,-1,-1,-1.0,39.918310065425246,256.8739204682752
24455,24526,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,41.25580943595588,41.25580943595588
24454,24522,-1.0,-1.0,-1.0,-1.0,2,24384,24383,-1,-1,-1.0,40.414069043087245,11776.43849083282
24453,24522,-1.0,-1.0,-1.0,-1.0,2,24382,24381,-1,-1,-1.0,136.50278982278442,442.4822234539569
24452,24521,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,36.129578637950985,36.129578637950985
24451,24521,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,46.854941653771,46.854941653771
24450,24520,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,54.59880637474022,54.59880637474022
24449,24520,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,62.25822451802794,62.25822451802794
24448,24516,-1.0,-1.0,-1.0,-1.0,2,24380,24379,-1,-1,-1.0,89.66020234357491,2296.107264152439
24447,24516,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,115.12873127387176,115.12873127387176
24446,24514,-1.0,-1.0,-1.0,-1.0,2,24378,24377,-1,-1,-1.0,39.762164280593616,540.2175628258111
24445,24514,-1.0,-1.0,-1.0,-1.0,2,24376,24375,-1,-1,-1.0,3.7896372757667236,72.42005665586775
24444,24513,-1.0,-1.0,-1.0,-1.0,2,24374,24373,-1,-1,-1.0,7.010039491497532,796.1164883470251
24443,24513,-1.0,-1.0,-1.0,-1.0,2,24372,24371,-1,-1,-1.0,50.76792799937132,256.9861528090869
24442,24512,-1.0,-1.0,-1.0,-1.0,2,24370,24369,-1,-1,-1.0,11.907079120615089,2735.6874744581783
24441,24512,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,32.17749398381418,32.17749398381418
24440,24508,-1.0,-1.0,-1.0,-1.0,2,24368,24367,-1,-1,-1.0,6.228149460997425,18051.438165822943
24439,24508,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,133.96482531127282,133.96482531127282
24438,24506,-1.0,-1.0,-1.0,-1.0,2,24366,24365,-1,-1,-1.0,5.6711399736636565,7106.663932934654
24437,24506,-1.0,-1.0,-1.0,-1.0,2,24364,24363,-1,-1,-1.0,15.633540183764081,5748.806857937051
24436,24504,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,26.035080318684248,26.035080318684248
24435,24504,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,78.42808457079097,78.42808457079097
24434,24503,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,28.439672988634747,28.439672988634747
24433,24503,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,30.23009179107462,30.23009179107462
24432,24502,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,57.929692736228866,57.929692736228866
24431,24502,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,80.03666958978562,80.03666958978562
24430,24500,-1.0,-1.0,-1.0,-1.0,2,24362,24361,-1,-1,-1.0,0.14474610216333647,57486.356805781405
24429,24500,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,32.66511493779461,32.66511493779461
24428,24498,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,55.82684634644189,55.82684634644189
24427,24498,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,66.87884593748504,66.87884593748504
24426,24496,-1.0,-1.0,-1.0,-1.0,2,24360,24359,-1,-1,-1.0,13.1048355857182,997.9531727950464
24425,24496,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,35.252280626543495,35.252280626543495
24424,24495,-1.0,-1.0,-1.0,-1.0,2,24358,24357,-1,-1,-1.0,46.134942427748655,1619.4207017396895
24423,24495,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,27.83953785415752,27.83953785415752
24422,24494,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,151.0061290584852,151.0061290584852
24421,24494,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,30.86707029053309,30.86707029053309
24420,24492,-1.0,-1.0,-1.0,-1.0,2,24356,24355,-1,-1,-1.0,45.55517531805892,608.1840655656761
24419,24492,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,34.24838944301015,34.24838944301015
24418,24490,-1.0,-1.0,-1.0,-1.0,2,24354,24353,-1,-1,-1.0,20.425397891316045,1528.531405516073
24417,24490,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,32.65285008642736,32.65285008642736
24416,24487,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,43.367620590622884,43.367620590622884
24415,24487,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,43.73837097744204,43.73837097744204
24414,24486,-1.0,-1.0,-1.0,-1.0,2,24352,24351,-1,-1,-1.0,21.8473730596856,1176.8372715582489
24413,24486,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,53.142452661414794,53.142452661414794
24412,24482,-1.0,-1.0,-1.0,-1.0,2,24350,24349,-1,-1,-1.0,27.41884430289017,805982.275353422
24411,24482,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,26.17331703346656,26.17331703346656
24410,24478,-1.0,-1.0,-1.0,-1.0,2,24348,24347,-1,-1,-1.0,185.54301621318103,1069.4349054351599
24409,24478,-1.0,-1.0,-1.0,-1.0,2,24346,24345,-1,-1,-1.0,87.37105778864854,394.43809668109526
24408,24477,-1.0,-1.0,-1.0,-1.0,2,24344,24343,-1,-1,-1.0,15.901482392504445,415.4559591991316
24407,24477,-1.0,-1.0,-1.0,-1.0,2,24342,24341,-1,-1,-1.0,61.719731957033005,253.1828107080587
24406,24476,-1.0,-1.0,-1.0,-1.0,2,24340,24339,-1,-1,-1.0,29.696310386748447,1408.7222269170834
24405,24476,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,43.41557369008086,43.41557369008086
24404,24474,-1.0,-1.0,-1.0,-1.0,2,24338,24337,-1,-1,-1.0,1.6936603692937104,6373.3572095296395
24403,24474,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,85.83170640585837,85.83170640585837
24402,24473,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,34.19835239910463,34.19835239910463
24401,24473,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,58.159306225562474,58.159306225562474
24400,24472,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,78.59134596179929,78.59134596179929
24399,24472,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,153.13702320368506,153.13702320368506
24398,24470,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,35.191479464509065,35.191479464509065
24397,24470,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,93.89983146706577,93.89983146706577
24396,24468,-1.0,-1.0,-1.0,-1.0,2,24336,24335,-1,-1,-1.0,68.446007600543,642.4063118364745
24395,24468,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,27.925443199587907,27.925443199587907
24394,24462,-1.0,-1.0,-1.0,-1.0,2,24334,24333,-1,-1,-1.0,43.99811418066819,156461.49413811765
24393,24462,-1.0,-1.0,-1.0,-1.0,2,24332,24331,-1,-1,-1.0,2.9902065720463242,425.8616923560573
24392,24461,-1.0,-1.0,-1.0,-1.0,2,24330,24329,-1,-1,-1.0,15.37473464087855,1287.622264994922
24391,24461,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,37.8159010234871,37.8159010234871
24390,24460,-1.0,-1.0,-1.0,-1.0,2,24328,24327,-1,-1,-1.0,31.90976340366357,37853.19662990608
24389,24460,-1.0,-1.0,-1.0,-1.0,2,24326,24325,-1,-1,-1.0,0.07734425437140775,116.00015623069586
24388,24458,-1.0,-1.0,-1.0,-1.0,2,24324,24323,-1,-1,-1.0,0.7550851356175976,313.76495856013304
24387,24458,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,38.089237835588726,38.089237835588726
24386,24456,-1.0,-1.0,-1.0,-1.0,2,24322,24321,-1,-1,-1.0,61.78070909969848,131.81461950240637
24385,24456,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,85.14099090044354,85.14099090044354
24384,24454,-1.0,-1.0,-1.0,-1.0,2,24320,24319,-1,-1,-1.0,7.642545375970968,11634.755135495772
24383,24454,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,101.26928629396072,101.26928629396072
24382,24453,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,34.0954392935677,34.0954392935677
24381,24453,-1.0,-1.0,-1.0,-1.0,2,24318,24317,-1,-1,-1.0,17.596990934600328,271.88399433760475
24380,24448,-1.0,-1.0,-1.0,-1.0,2,24316,24315,-1,-1,-1.0,54.92270614669405,2144.0976511371005
24379,24448,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,62.34941067176348,62.34941067176348
24378,24446,-1.0,-1.0,-1.0,-1.0,2,24314,24313,-1,-1,-1.0,34.342389662930856,246.2136077197183
24377,24446,-1.0,-1.0,-1.0,-1.0,2,24312,24311,-1,-1,-1.0,27.30170975696045,254.24179082549927
24376,24445,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,26.777958573315463,26.777958573315463
24375,24445,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,41.85246080678557,41.85246080678557
24374,24444,-1.0,-1.0,-1.0,-1.0,2,24310,24309,-1,-1,-1.0,2.4346851703382497,611.4323308338172
24373,24444,-1.0,-1.0,-1.0,-1.0,2,24308,24307,-1,-1,-1.0,47.1263893808493,177.67411802171029
24372,24443,-1.0,-1.0,-1.0,-1.0,2,24306,24305,-1,-1,-1.0,35.32401649812852,109.90854039530048
24371,24443,-1.0,-1.0,-1.0,-1.0,2,24304,24303,-1,-1,-1.0,30.970610083891,96.30968441441506
24370,24442,-1.0,-1.0,-1.0,-1.0,2,24302,24301,-1,-1,-1.0,5.14903851195646,2636.35643399052
24369,24442,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,87.42396134704364,87.42396134704364
24368,24440,-1.0,-1.0,-1.0,-1.0,2,24300,24299,-1,-1,-1.0,18.084351012665433,17940.45797969191
24367,24440,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,104.75203667003578,104.75203667003578
24366,24438,-1.0,-1.0,-1.0,-1.0,2,24298,24297,-1,-1,-1.0,13.166024009897914,6593.449027724188
24365,24438,-1.0,-1.0,-1.0,-1.0,2,24296,24295,-1,-1,-1.0,25.101197716667105,507.54376523680327
24364,24437,-1.0,-1.0,-1.0,-1.0,2,24294,24293,-1,-1,-1.0,60.51642650591235,5506.475486769483
24363,24437,-1.0,-1.0,-1.0,-1.0,2,24292,24291,-1,-1,-1.0,124.76821803962679,226.69783098380455
24362,24430,-1.0,-1.0,-1.0,-1.0,2,24290,24289,-1,-1,-1.0,18.985752091076087,57340.82015171336
24361,24430,-1.0,-1.0,-1.0,-1.0,2,24288,24287,-1,-1,-1.0,27.887728832751144,145.39190796588537
24360,24426,-1.0,-1.0,-1.0,-1.0,2,24286,24285,-1,-1,-1.0,72.61195942036447,956.3789840378016
24359,24426,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,28.469353171526503,28.469353171526503
24358,24424,-1.0,-1.0,-1.0,-1.0,2,24284,24283,-1,-1,-1.0,84.63769605986123,1020.6365159388164
24357,24424,-1.0,-1.0,-1.0,-1.0,2,24282,24281,-1,-1,-1.0,12.748741913786262,552.6492433731252
24356,24420,-1.0,-1.0,-1.0,-1.0,2,24280,24279,-1,-1,-1.0,61.736779200778564,524.8945653397102
24355,24420,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,37.734324907907,37.734324907907
24354,24418,-1.0,-1.0,-1.0,-1.0,2,24278,24277,-1,-1,-1.0,24.84843823170785,1463.5709171765586
24353,24418,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,44.53509044819848,44.53509044819848
24352,24414,-1.0,-1.0,-1.0,-1.0,2,24276,24275,-1,-1,-1.0,21.098955567538734,915.1330018451273
24351,24414,-1.0,-1.0,-1.0,-1.0,2,24274,24273,-1,-1,-1.0,110.33803696193077,239.85689665343602
24350,24412,-1.0,-1.0,-1.0,-1.0,2,24272,24271,-1,-1,-1.0,66.55953843964582,805664.9291994262
24349,24412,-1.0,-1.0,-1.0,-1.0,2,24270,24269,-1,-1,-1.0,0.044639232664185034,289.9273096927808
24348,24410,-1.0,-1.0,-1.0,-1.0,2,24268,24267,-1,-1,-1.0,0.7990760730445592,716.0681335441968
24347,24410,-1.0,-1.0,-1.0,-1.0,2,24266,24265,-1,-1,-1.0,51.53523092786534,167.82375567778232
24346,24409,-1.0,-1.0,-1.0,-1.0,2,24264,24263,-1,-1,-1.0,40.502289757994,281.310492020299
24345,24409,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,25.75654687214768,25.75654687214768
24344,24408,-1.0,-1.0,-1.0,-1.0,2,24262,24261,-1,-1,-1.0,49.85530446955897,305.61612034711425
24343,24408,-1.0,-1.0,-1.0,-1.0,2,24260,24259,-1,-1,-1.0,35.529732630302135,93.93835645951292
24342,24407,-1.0,-1.0,-1.0,-1.0,2,24258,24257,-1,-1,-1.0,100.37164243333048,165.42987935617182
24341,24407,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,26.03319939485389,26.03319939485389
24340,24406,-1.0,-1.0,-1.0,-1.0,2,24256,24255,-1,-1,-1.0,13.401183156565034,1345.6918818707716
24339,24406,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,33.334034659563784,33.334034659563784
24338,24404,-1.0,-1.0,-1.0,-1.0,2,24254,24253,-1,-1,-1.0,32.45200765014576,6226.612877444728
24337,24404,-1.0,-1.0,-1.0,-1.0,2,24252,24251,-1,-1,-1.0,23.643039484832343,145.0506717156184
24336,24396,-1.0,-1.0,-1.0,-1.0,2,24250,24249,-1,-1,-1.0,9.175303126931388,536.7078529400957
24335,24396,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,37.252451295835826,37.252451295835826
24334,24394,-1.0,-1.0,-1.0,-1.0,2,24248,24247,-1,-1,-1.0,4.982982079995998,156378.34293689125
24333,24394,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,39.15308704574674,39.153087045746744
24332,24393,-1.0,-1.0,-1.0,-1.0,2,24246,24245,-1,-1,-1.0,17.426152038352527,388.30355166400847
24331,24393,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,34.56793412000253,34.56793412000253
24330,24392,-1.0,-1.0,-1.0,-1.0,2,24244,24243,-1,-1,-1.0,129.09197621770645,1235.617440380535
24329,24392,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,36.63008997350838,36.63008997350838
24328,24390,-1.0,-1.0,-1.0,-1.0,2,24242,24241,-1,-1,-1.0,23.290247822365554,37782.976673442434
24327,24390,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,38.310193059991384,38.31019305999138
24326,24389,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,49.61912823135121,49.61912823135121
24325,24389,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,66.30368374497324,66.30368374497324
24324,24388,-1.0,-1.0,-1.0,-1.0,2,24240,24239,-1,-1,-1.0,140.63520928880507,278.3320558586927
24323,24388,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,34.677817565822714,34.677817565822714
24322,24386,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,28.83936101251349,28.83936101251349
24321,24386,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,41.19454939019442,41.19454939019442
24320,24384,-1.0,-1.0,-1.0,-1.0,2,24238,24237,-1,-1,-1.0,26.237031142846647,11586.068460621012
24319,24384,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,41.04412949878845,41.04412949878845
24318,24381,-1.0,-1.0,-1.0,-1.0,2,24236,24235,-1,-1,-1.0,11.762207945821507,224.34524385058862
24317,24381,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,29.94175955241576,29.94175955241576
24316,24380,-1.0,-1.0,-1.0,-1.0,2,24234,24233,-1,-1,-1.0,92.66117807341936,1978.962517136726
24315,24380,-1.0,-1.0,-1.0,-1.0,2,24232,24231,-1,-1,-1.0,36.94567044346503,110.21242785368014
24314,24378,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,113.6604289588456,113.6604289588456
24313,24378,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,98.21078909794187,98.21078909794187
24312,24377,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,27.059937113269463,27.059937113269463
24311,24377,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,199.88014395526932,199.8801439552693
24310,24374,-1.0,-1.0,-1.0,-1.0,2,24230,24229,-1,-1,-1.0,11.351095512191666,573.835682074254
24309,24374,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,35.16196358922498,35.16196358922498
24308,24373,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,89.17712769277935,89.17712769277935
24307,24373,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,41.370600948081616,41.370600948081616
24306,24372,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,38.972997061916,38.972997061916
24305,24372,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,35.61152683525597,35.61152683525597
24304,24371,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,38.56567504364654,38.56567504364654
24303,24371,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,26.773399286877517,26.773399286877517
24302,24370,-1.0,-1.0,-1.0,-1.0,2,24228,24227,-1,-1,-1.0,23.45201746131673,2589.457524538052
24301,24370,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,41.749870940511116,41.749870940511116
24300,24368,-1.0,-1.0,-1.0,-1.0,2,24226,24225,-1,-1,-1.0,34.48120195651793,17781.65088703151
24299,24368,-1.0,-1.0,-1.0,-1.0,2,24224,24223,-1,-1,-1.0,56.03224272167742,140.72274164773464
24298,24366,-1.0,-1.0,-1.0,-1.0,2,24222,24221,-1,-1,-1.0,105.951656378753,6553.377631627962
24297,24366,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,26.90537208632893,26.90537208632893
24296,24365,-1.0,-1.0,-1.0,-1.0,2,24220,24219,-1,-1,-1.0,79.69814797693493,407.7919641733433
24295,24365,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,74.65060334679293,74.65060334679293
24294,24364,-1.0,-1.0,-1.0,-1.0,2,24218,24217,-1,-1,-1.0,23.796175083536664,5380.932937246769
24293,24364,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,65.02612301680064,65.02612301680064
24292,24363,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,43.24924953648367,43.24924953648367
24291,24363,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,58.680363407694166,58.680363407694166
24290,24362,-1.0,-1.0,-1.0,-1.0,2,24216,24215,-1,-1,-1.0,51.68154087808021,57288.04712359741
24289,24362,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,33.78727602487884,33.78727602487884
24288,24361,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,25.37493144480856,25.37493144480856
24287,24361,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,92.12924768832563,92.12924768832563
24286,24360,-1.0,-1.0,-1.0,-1.0,2,24214,24213,-1,-1,-1.0,36.72774877968878,843.6440676415077
24285,24360,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,40.12295697592945,40.12295697592945
24284,24358,-1.0,-1.0,-1.0,-1.0,2,24212,24211,-1,-1,-1.0,22.968114023201984,909.9700868785872
24283,24358,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,26.028733000367666,26.028733000367666
24282,24357,-1.0,-1.0,-1.0,-1.0,2,24210,24209,-1,-1,-1.0,2.0203568844700737,499.84305867631514
24281,24357,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,40.05744278302368,40.05744278302368
24280,24356,-1.0,-1.0,-1.0,-1.0,2,24208,24207,-1,-1,-1.0,29.137968345866,428.3537429704972
24279,24356,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,34.80404316843445,34.80404316843445
24278,24354,-1.0,-1.0,-1.0,-1.0,2,24206,24205,-1,-1,-1.0,39.14022682922686,986.1467785240526
24277,24354,-1.0,-1.0,-1.0,-1.0,2,24204,24203,-1,-1,-1.0,49.78951206797935,452.57570042079766
24276,24352,-1.0,-1.0,-1.0,-1.0,2,24202,24201,-1,-1,-1.0,35.238463238557024,508.0724632798817
24275,24352,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,385.9615829977066,385.9615829977066
24274,24351,-1.0,-1.0,-1.0,-1.0,2,24200,24199,-1,-1,-1.0,46.460589904971066,99.95844640879923
24273,24351,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,29.56041328270597,29.56041328270597
24272,24350,-1.0,-1.0,-1.0,-1.0,2,24198,24197,-1,-1,-1.0,3.67313397483661,805551.7185434889
24271,24350,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,46.65111749785383,46.65111749785383
24270,24349,-1.0,-1.0,-1.0,-1.0,2,24196,24195,-1,-1,-1.0,1.7540854512172521,262.4412053668458
24269,24349,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,27.441465093270946,27.441465093270946
24268,24348,-1.0,-1.0,-1.0,-1.0,2,24194,24193,-1,-1,-1.0,67.66220040417575,663.6551851917579
24267,24348,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,51.61387227939429,51.61387227939429
24266,24347,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,55.10761513389803,55.10761513389803
24265,24347,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,61.18090961601891,61.18090961601891
24264,24346,-1.0,-1.0,-1.0,-1.0,2,24192,24191,-1,-1,-1.0,10.864675476853346,147.74111258432654
24263,24346,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,93.06708967797846,93.06708967797846
24262,24344,-1.0,-1.0,-1.0,-1.0,2,24190,24189,-1,-1,-1.0,1.5119763793539047,224.44365428944008
24261,24344,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,31.317161588115148,31.317161588115148
24260,24343,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,29.461466276517115,29.461466276517115
24259,24343,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,28.94715755269368,28.94715755269368
24258,24342,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,27.003260725029925,27.003260725029925
24257,24342,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,38.054976197811435,38.054976197811435
24256,24340,-1.0,-1.0,-1.0,-1.0,2,24188,24187,-1,-1,-1.0,86.61750348923397,1194.6720981408212
24255,24340,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,137.61860057338535,137.61860057338535
24254,24338,-1.0,-1.0,-1.0,-1.0,2,24186,24185,-1,-1,-1.0,0.5196632836335174,6157.164016385542
24253,24338,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,36.99685340904019,36.99685340904019
24252,24337,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,46.936807200734776,46.936807200734776
24251,24337,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,74.47082503005123,74.47082503005123
24250,24336,-1.0,-1.0,-1.0,-1.0,2,24184,24183,-1,-1,-1.0,0.5092709485765261,413.1037664888098
24249,24336,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1.0,114.42878332435436,114.42878332435436
