i,k,old_q,old_q_ch_in,old_q_ch_out,qlat_ch_old
1,1,52.38928947000001,0.0,0.0,2.9577036899999998e-05
1,2,52.38928947000001,0.0,0.0,2.9577036899999998e-05
1,3,52.38928947000001,0.0,0.0,2.9577036899999998e-05
1,4,52.38928947000001,0.0,0.0,2.9577036899999998e-05
1,5,52.38928947000001,0.0,0.0,2.9577036899999998e-05
1,6,52.38928947000001,0.0,0.0,2.9577036899999998e-05
1,7,52.38928947000001,0.0,0.0,2.9577036899999998e-05
1,8,52.38928947000001,0.0,0.0,2.9577036899999998e-05
1,9,52.38928947000001,0.0,0.0,2.9577036899999998e-05
1,10,52.38928947000001,0.0,0.0,2.9577036899999998e-05
1,11,52.38928947000001,0.0,0.0,2.9577036899999998e-05
1,12,52.38928947000001,0.0,0.0,2.9577036899999998e-05
1,13,52.38928947000001,0.0,0.0,2.9577036899999998e-05
1,14,52.38928947000001,0.0,0.0,2.9577036899999998e-05
1,15,52.38928947000001,0.0,0.0,2.9577036899999998e-05
1,16,52.38928947000001,0.0,0.0,2.9577036899999998e-05
1,17,52.38928947000001,0.0,0.0,2.9577036899999998e-05
1,18,52.38928947000001,0.0,0.0,2.9577036899999998e-05
1,19,52.38928947000001,0.0,0.0,2.9577036899999998e-05
1,20,52.38928947000001,0.0,0.0,2.9577036899999998e-05
2,1,2308.920128606,0.0,0.0,1.30636581e-05
2,2,2308.920128606,0.0,0.0,1.30636581e-05
2,3,2308.920128606,0.0,0.0,1.30636581e-05
2,4,2308.920128606,0.0,0.0,1.30636581e-05
2,5,2308.920128606,0.0,0.0,1.30636581e-05
2,6,2308.920128606,0.0,0.0,1.30636581e-05
2,7,2308.920128606,0.0,0.0,1.30636581e-05
2,8,2308.920128606,0.0,0.0,1.30636581e-05
2,9,2308.920128606,0.0,0.0,1.30636581e-05
2,10,2308.920128606,0.0,0.0,1.30636581e-05
2,11,2308.920128606,0.0,0.0,1.30636581e-05
2,12,2308.920128606,0.0,0.0,1.30636581e-05
2,13,2308.920128606,0.0,0.0,1.30636581e-05
2,14,2308.920128606,0.0,0.0,1.30636581e-05
2,15,2308.920128606,0.0,0.0,1.30636581e-05
2,16,2308.920128606,0.0,0.0,1.30636581e-05
2,17,2308.920128606,0.0,0.0,1.30636581e-05
2,18,2308.920128606,0.0,0.0,1.30636581e-05
2,19,2308.920128606,0.0,0.0,1.30636581e-05
2,20,2308.920128606,0.0,0.0,1.30636581e-05
3,1,2308.610185026091,0.0,0.0,3.15566285e-06
3,2,2308.610185026091,0.0,0.0,3.15566285e-06
3,3,2308.610185026091,0.0,0.0,3.15566285e-06
3,4,2308.610185026091,0.0,0.0,3.15566285e-06
3,5,2308.610185026091,0.0,0.0,3.15566285e-06
3,6,2308.610185026091,0.0,0.0,3.15566285e-06
3,7,2308.610185026091,0.0,0.0,3.15566285e-06
3,8,2308.610185026091,0.0,0.0,3.15566285e-06
