Date	HRRID	Qlat
11	22	0.555956315
11	23	0.651593652
11	24	0.33369248
11	25	0.325130312
11	26	0.590918946
11	27	0.439281577
11	28	0.3593739
11	29	0.348452316
11	30	0.353288079
11	31	0.321787793
11	32	0.322502157
11	33	0.336027928
11	34	0.317774468
11	35	0.324246649
11	36	0.373001296
11	37	0.31976701
11	38	0.318880228
11	39	0.318258058
11	40	0.323349303
11	41	0.318217552
11	42	0.317918289
11	43	0.321903541
11	44	0.31842037
11	45	0.317309415
11	46	0.333391909
11	47	0.326964457
11	48	0.353149569
11	49	0.320790231
11	50	0.34704329
11	51	0.328647911
11	52	0.321410576
11	53	0.330882691
11	54	0.31939785
11	55	0.322538873
11	56	0.320378865
11	57	0.319365461
11	58	0.320403047
12	1	2.345153226
12	2	1.589383383
12	3	0.986516778
12	4	1.124988692
12	5	1.472514407
12	6	0.887379283
12	7	1.517064916
12	8	1.092867405
12	9	1.104418554
12	10	1.81503967
12	11	1.022247045
12	12	0.913593053
12	13	1.067005389
12	14	0.903043876
12	15	0.369962578
12	16	1.168173165
12	17	0.758536631
12	18	0.393370301
12	19	0.541550759
12	20	0.319162533
12	21	0.340592097
12	22	0.555956315
12	23	0.651593652
12	24	0.33369248
12	25	0.325130312
12	26	0.590918946
12	27	0.439281577
12	28	0.497354116
12	29	0.348452316
12	30	0.353288079
12	31	0.321787793
12	32	0.322502157
12	33	0.336027928
12	34	0.317774468
12	35	0.324246649
12	36	0.148281033
12	37	0.021414678
12	38	0.496441108
12	39	1.467342546
12	40	0.696894586
12	41	0.318217552
12	42	0.317918289
12	43	0.321903541
12	44	0.31842037
12	45	0.317309415
12	46	0.333391909
12	47	0.326964457
12	48	0.353149569
12	49	0.320790231
12	50	0.34704329
12	51	0.328647911
12	52	0.072986759
12	53	0.08822123
12	54	0.092871911
12	55	0.322538873
12	56	0.320378865
12	57	0.319365461
12	58	0.320403047
13	1	2.345153226
13	2	1.589383383
13	3	0.986516778
13	4	1.124988692
13	5	1.472514407
13	6	0.887379283
13	7	1.517064916
13	8	1.092867405
13	9	1.104418554
13	10	1.81503967
13	11	1.022247045
13	12	0.913593053
13	13	1.067005389
13	14	0.903043876
13	15	0.369962578
13	16	1.168173165
13	17	0.758536631
13	18	0.393370301
13	19	0.541550759
13	20	0.319162533
13	21	0.340592097
13	22	0.555956315
13	23	0.651593652
13	24	0.33369248
13	25	0.325130312
13	26	0.590918946
13	27	0.439281577
13	28	0.497354116
13	29	0.348452316
13	30	0.353288079
13	31	0.321787793
13	32	0.322502157
13	33	0.336027928
13	34	0.317774468
13	35	0.324246649
13	36	0.373001296
13	37	0.31976701
13	38	0.318880228
13	39	0.318258058
13	40	0.323349303
13	41	0.318217552
13	42	0.317918289
13	43	0.321903541
13	44	0.31842037
13	45	0.317309415
13	46	0.333391909
13	47	0.326964457
13	48	0.353149569
13	49	0.320790231
13	50	0.34704329
13	51	0.328647911
13	52	0.321410576
13	53	0.088403018
13	54	0.085428849
13	55	0.069051053
13	56	0.062293218
13	57	0.095336791
13	58	0.320403047
14	1	2.345153226
14	2	1.589383383
14	3	0.986516778
14	4	1.124988692
14	5	1.472514407
14	6	0.887379283
14	7	1.517064916
14	8	1.092867405
14	9	1.104418554
14	10	1.81503967
14	11	1.022247045
14	12	0.913593053
14	13	1.067005389
14	14	0.903043876
14	15	0.369962578
14	16	1.168173165
14	17	0.758536631
14	18	0.393370301
14	19	0.541550759
14	20	0.319162533
14	21	0.340592097
14	22	0.555956315
14	23	0.651593652
14	24	0.33369248
14	25	0.325130312
14	26	0.590918946
14	27	0.439281577
14	28	0.497354116
14	29	0.348452316
14	30	0.353288079
14	31	0.321787793
14	32	0.322502157
14	33	0.336027928
14	34	0.317774468
14	35	0.324246649
14	36	0.373001296
14	37	0.31976701
14	38	0.318880228
14	39	0.318258058
14	40	0.323349303
14	41	0.318217552
14	42	0.317918289
14	43	0.321903541
14	44	0.31842037
14	45	0.317309415
14	46	0.333391909
14	47	0.326964457
14	48	0.353149569
14	49	0.320790231
14	50	0.34704329
14	51	0.328647911
14	52	0.321410576
14	53	0.330882691
14	54	0.31939785
14	55	0.322538873
14	56	0.320378865
14	57	0.119596466
14	58	0.102459507
15	1	2.345153226
15	2	1.589383383
15	3	0.986516778
15	4	1.124988692
15	5	1.472514407
15	6	0.887379283
15	7	1.517064916
15	8	1.092867405
15	9	1.104418554
15	10	1.81503967
15	11	1.022247045
15	12	0.913593053
15	13	1.067005389
15	14	0.903043876
15	15	0.369962578
15	16	1.168173165
15	17	0.758536631
15	18	0.393370301
15	19	0.541550759
15	20	0.319162533
15	21	0.340592097
15	22	0.555956315
15	23	0.651593652
15	24	0.33369248
15	25	0.325130312
15	26	0.590918946
15	27	0.439281577
15	28	0.497354116
15	29	0.348452316
15	30	0.353288079
15	31	0.321787793
15	32	0.322502157
15	33	0.336027928
15	34	0.317774468
15	35	0.324246649
15	36	0.373001296
15	37	0.31976701
15	38	0.318880228
15	39	0.318258058
15	40	0.323349303
15	41	0.318217552
15	42	0.317918289
15	43	0.321903541
15	44	0.31842037
15	45	0.317309415
15	46	0.333391909
15	47	0.326964457
15	48	0.353149569
15	49	0.320790231
15	50	0.34704329
15	51	0.328647911
15	52	0.321410576
15	53	0.330882691
15	54	0.31939785
15	55	0.322538873
15	56	0.320378865
15	57	0.319365461
15	58	0.320403047
16	1	2.345153226
16	2	1.589383383
16	3	0.986516778
16	4	1.124988692
16	5	1.472514407
16	6	0.887379283
16	7	1.517064916
16	8	1.092867405
16	9	1.104418554
16	10	1.81503967
16	11	1.022247045
16	12	0.913593053
16	13	1.067005389
16	14	0.903043876
16	15	0.369962578
16	16	1.168173165
16	17	0.758536631
16	18	0.393370301
16	19	4.575282886
16	20	0.319162533
16	21	0.340592097
16	22	0.555956315
16	23	7.584001336
16	24	0.33369248
16	25	0.325130312
16	26	1.649496886
16	27	0.439281577
16	28	0.497354116
16	29	0.348452316
16	30	0.353288079
16	31	0.321787793
16	32	0.322502157
16	33	0.336027928
16	34	0.317774468
16	35	0.324246649
16	36	0.373001296
16	37	0.31976701
16	38	0.318880228
16	39	0.318258058
16	40	0.323349303
16	41	0.318217552
16	42	0.317918289
16	43	0.321903541
16	44	0.31842037
16	45	0.317309415
16	46	0.333391909
16	47	0.326964457
16	48	0.353149569
16	49	0.320790231
16	50	0.34704329
16	51	0.328647911
16	52	0.321410576
16	53	0.330882691
16	54	0.31939785
16	55	0.322538873
16	56	0.320378865
16	57	0.319365461
16	58	0.320403047
17	1	2.345153226
17	2	1.589383383
17	3	0.986516778
17	4	1.124988692
17	5	1.472514407
17	6	0.887379283
17	7	1.517064916
17	8	1.092867405
17	9	1.104418554
17	10	1.81503967
17	11	1.022247045
17	12	0.913593053
17	13	1.067159862
17	14	0.903043876
17	15	0.369962578
17	16	1.168173165
17	17	0.758536631
17	18	5.208318909
17	19	0.541550759
17	20	0.319162533
17	21	0.340592097
17	22	1.939596115
17	23	10.65397585
17	24	0.33369248
17	25	0.80358221
17	26	0.590918946
17	27	0.439281577
17	28	0.497354116
17	29	0.348452316
17	30	0.353288079
17	31	0.321787793
17	32	0.322502157
17	33	0.336027928
17	34	0.317774468
17	35	0.324246649
17	36	0.373001296
17	37	0.31976701
17	38	0.318880228
17	39	0.318258058
17	40	0.323349303
17	41	0.318217552
17	42	0.317918289
17	43	0.321903541
17	44	0.31842037
17	45	0.317309415
17	46	0.333391909
17	47	0.326964457
17	48	0.353149569
17	49	0.320790231
17	50	0.34704329
17	51	0.328647911
17	52	0.321410576
17	53	0.330882691
17	54	0.31939785
17	55	0.322538873
17	56	0.320378865
17	57	0.319365461
17	58	0.320403047
18	1	2.345153226
18	2	1.589383383
18	3	0.986516778
18	4	1.124988692
18	5	1.472514407
18	6	0.887379283
18	7	1.517064916
18	8	1.092867405
18	9	1.104418554
18	10	1.81503967
18	11	1.022247045
18	12	0.913593053
18	13	0.909474197
18	14	0.903043876
18	15	0.369962578
18	16	1.168173165
18	17	0.758536631
18	18	0.393370301
18	19	0.541550759
18	20	0.319162533
18	21	0.340592097
18	22	2.681113661
18	23	0.651593652
18	24	0.33369248
18	25	1.091649689
18	26	0.590918946
18	27	0.439281577
18	28	0.497354116
18	29	0.348452316
18	30	0.353288079
18	31	0.321787793
18	32	2.410151665
18	33	0.416815598
18	34	3.832717028
18	35	0.635143608
18	36	0.373001296
18	37	0.31976701
18	38	0.318880228
18	39	0.318258058
18	40	0.323349303
18	41	0.318217552
18	42	0.317918289
18	43	0.321903541
18	44	0.31842037
18	45	0.317309415
18	46	0.333391909
18	47	0.326964457
18	48	0.353149569
18	49	0.320790231
18	50	0.059543984
18	51	0.328647911
18	52	0.321410576
18	53	0.330882691
18	54	0.31939785
18	55	0.322538873
18	56	0.320378865
18	57	0.319365461
18	58	0.320403047
19	1	0.263556989
19	2	1.589383383
19	3	0.986516778
19	4	1.124988692
19	5	1.472514407
19	6	0.887379283
19	7	1.517064916
19	8	1.092867405
19	9	1.104418554
19	10	1.81503967
19	11	1.022247045
19	12	0.913593053
19	13	1.067005389
19	14	0.903043876
19	15	0.369962578
19	16	1.168173165
19	17	0.758536631
19	18	0.393370301
19	19	0.541550759
19	20	0.319162533
19	21	0.340592097
19	22	0.555956315
19	23	0.651593652
19	24	0.33369248
19	25	0.325130312
19	26	0.590918946
19	27	0.439281577
19	28	0.497354116
19	29	0.348452316
19	30	0.353288079
19	31	0.321787793
19	32	0.322502157
19	33	0.336027928
19	34	0.317774468
19	35	0.324246649
19	36	0.373001296
19	37	0.31976701
19	38	0.318880228
19	39	0.318258058
19	40	0.323349303
19	41	0.318217552
19	42	0.317918289
19	43	0.321903541
19	44	0.31842037
19	45	0.317309415
19	46	0.333391909
19	47	0.326964457
19	48	0.353149569
19	49	0.320790231
19	50	0.084019083
19	51	0.105977968
19	52	0.321410576
19	53	0.330882691
19	54	0.31939785
19	55	0.322538873
19	56	0.320378865
19	57	0.319365461
19	58	0.320403047
20	1	2.345153226
20	2	1.589383383
20	3	0.986516778
20	4	1.124988692
20	5	1.472514407
20	6	0.887379283
20	7	1.517064916
20	8	1.092867405
20	9	1.104418554
20	10	1.81503967
20	11	1.022247045
20	12	0.913593053
20	13	1.067005389
20	14	0.903043876
20	15	0.369962578
20	16	1.168173165
20	17	0.758536631
20	18	0.393370301
20	19	0.541550759
20	20	0.319162533
20	21	0.340592097
20	22	0.555956315
20	23	0.651593652
20	24	0.33369248
20	25	0.325130312
20	26	0.590918946
20	27	0.439281577
20	28	0.497354116
20	29	0.348452316
20	30	0.353288079
20	31	0.321787793
20	32	0.322502157
20	33	0.336027928
20	34	0.317774468
20	35	0.324246649
20	36	0.373001296
20	37	0.31976701
20	38	0.318880228
20	39	0.318258058
20	40	0.323349303
20	41	0.318217552
20	42	0.317918289
20	43	0.321903541
20	44	0.31842037
20	45	0.317309415
20	46	0.333391909
20	47	0.326964457
20	48	0.353149569
20	49	0.320790231
20	50	0.34704329
20	51	0.328647911
20	52	0.321410576
20	53	0.330882691
20	54	0.31939785
20	55	0.322538873
20	56	0.320378865
20	57	0.319365461
20	58	0.320403047
21	1	2.345153226
21	2	1.589383383
21	3	0.986516778
21	4	1.124988692
21	5	1.472514407
21	6	0.887379283
21	7	1.517064916
21	8	1.092867405
21	9	1.104418554
21	10	1.81503967
21	11	1.022247045
21	12	0.913593053
21	13	1.067005389
21	14	0.903043876
21	15	0.369962578
21	16	1.168173165
21	17	0.758536631
21	18	0.393370301
21	19	0.541550759
21	20	0.319162533
21	21	0.340592097
21	22	0.555956315
21	23	0.651593652
21	24	0.33369248
21	25	0.325130312
21	26	0.590918946
21	27	0.439281577
21	28	0.497354116
21	29	0.348452316
21	30	0.353288079
21	31	0.321787793
21	32	0.322502157
21	33	0.336027928
21	34	0.317774468
21	35	0.324246649
21	36	0.373001296
21	37	0.31976701
21	38	0.318880228
21	39	0.318258058
21	40	0.323349303
21	41	0.318217552
21	42	0.317918289
21	43	0.321903541
21	44	0.31842037
21	45	0.317309415
21	46	0.333391909
21	47	0.326964457
21	48	0.353149569
21	49	0.320790231
21	50	0.34704329
21	51	0.328647911
21	52	0.321410576
21	53	0.330882691
21	54	0.31939785
21	55	0.322538873
21	56	0.320378865
21	57	0.319365461
21	58	0.320403047
22	1	2.345153226
22	2	1.589383383
22	3	0.986516778
22	4	1.124988692
22	5	1.472514407
22	6	0.887379283
22	7	1.517064916
22	8	1.092867405
22	9	1.104418554
22	10	1.81503967
22	11	1.022247045
22	12	0.913593053
22	13	1.067005389
22	14	0.903043876
22	15	0.369962578
22	16	1.168173165
22	17	0.758536631
22	18	0.393370301
22	19	0.541550759
22	20	0.319162533
22	21	0.340592097
22	22	0.555956315
22	23	0.651593652
22	24	0.33369248
22	25	0.325130312
22	26	0.590918946
22	27	0.439281577
22	28	0.497354116
22	29	0.348452316
22	30	0.353288079
22	31	0.321787793
22	32	0.322502157
22	33	0.336027928
22	34	0.317774468
22	35	0.324246649
22	36	0.373001296
22	37	0.31976701
22	38	0.318880228
22	39	0.318258058
22	40	0.323349303
22	41	0.318217552
22	42	0.317918289
22	43	0.321903541
22	44	0.31842037
22	45	0.317309415
22	46	0.333391909
22	47	0.326964457
22	48	0.353149569
22	49	0.320790231
22	50	0.34704329
22	51	0.328647911
22	52	0.321410576
22	53	0.330882691
22	54	0.31939785
22	55	0.322538873
22	56	0.320378865
22	57	0.319365461
22	58	0.320403047
23	1	2.345153226
23	2	1.589383383
23	3	0.986516778
23	4	1.124988692
23	5	1.472514407
23	6	0.887379283
23	7	1.517064916
23	8	1.092867405
23	9	1.104418554
23	10	1.81503967
23	11	1.022247045
23	12	0.913593053
23	13	1.067005389
23	14	0.903043876
23	15	0.369962578
23	16	1.168173165
23	17	2.966701147
23	18	0.393370301
23	19	0.541550759
23	20	0.319162533
23	21	3.108335266
23	22	0.555956315
23	23	0.651593652
23	24	3.54570321
23	25	0.325130312
23	26	0.590918946
23	27	2.823910132
23	28	0.497354116
23	29	0.348452316
23	30	0.353288079
23	31	0.321787793
23	32	0.322502157
23	33	0.336027928
23	34	0.317774468
23	35	0.324246649
23	36	0.373001296
23	37	0.31976701
23	38	0.318880228
23	39	0.318258058
23	40	0.323349303
23	41	0.318217552
23	42	0.317918289
23	43	0.321903541
23	44	0.31842037
23	45	0.317309415
23	46	0.333391909
23	47	0.326964457
23	48	0.353149569
23	49	0.320790231
23	50	0.34704329
23	51	0.328647911
23	52	0.321410576
23	53	0.330882691
23	54	0.31939785
23	55	0.322538873
23	56	0.320378865
23	57	0.319365461
23	58	0.320403047
24	1	2.345153226
24	2	1.589383383
24	3	0.986516778
24	4	1.124988692
24	5	1.472514407
24	6	0.887379283
24	7	1.517064916
24	8	1.092867405
24	9	1.104418554
24	10	1.81503967
24	11	1.022247045
24	12	0.913593053
24	13	1.067005389
24	14	0.903043876
24	15	0.369962578
24	16	1.168173165
24	17	0.758536631
24	18	0.393370301
24	19	0.541550759
24	20	0.319162533
24	21	0.340592097
24	22	0.555956315
24	23	0.651593652
24	24	0.33369248
24	25	0.325130312
24	26	0.590918946
24	27	0.439281577
24	28	0.497354116
24	29	0.348452316
24	30	0.353288079
24	31	0.321787793
24	32	0.322502157
24	33	0.336027928
24	34	0.317774468
24	35	0.324246649
24	36	0.373001296
24	37	0.31976701
24	38	0.318880228
24	39	0.318258058
24	40	0.323349303
24	41	0.318217552
24	42	0.317918289
24	43	0.321903541
24	44	0.31842037
24	45	0.317309415
24	46	0.333391909
24	47	0.326964457
24	48	0.353149569
24	49	0.320790231
24	50	0.34704329
24	51	0.328647911
24	52	0.321410576
24	53	0.330882691
24	54	0.31939785
24	55	0.322538873
24	56	0.320378865
24	57	0.319365461
24	58	0.320403047
25	1	2.345153226
25	2	1.589383383
25	3	0.986516778
25	4	1.124988692
25	5	4.607859724
